#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2,YahooName
1381,Drew Avans,682183,682183,25183,12366,*04ycp*,MIL,OF,OF,Avans,Drew,Avans,Drew,Drew Avans
1382,Kody Hoese,682210,682210,sa3010021,11050,*04zjm*,LAD,3B,3B,Hoese,Kody,Hoese,Kody,
1383,Brandon Williamson,682227,682227,25463,10877,*05120*,CIN,SP,SP,Williamson,Brandon,Williamson,Brandon,Brandon Williamson
1384,Bryce Miller,682243,682243,29837,11636,*05vy6*,SEA,SP,SP,Miller,Bryce,Miller,Bryce,Bryce Miller
1385,Mason Montgomery,682254,682254,29770,11621,*05y2k*,TB,RP,RP,Montgomery,Mason,Montgomery,Mason,Mason Montgomery
1386,Wes Clarke,682265,682265,sa3017045,12071,*05rfv*,HOU,1B,1B,Clarke,Wes,Clarke,Wes,
1387,Logan Porter,682515,682515,20626,11865,*05j94*,SF,C,C,Porter,Logan,Porter,Logan,Logan Porter
1388,Roddery Munoz,682610,682610,25311,11646,*05ss9*,STL,RP,RP,Munoz,Roddery,Muñoz,Roddery,Roddery Muñoz
1389,Diego Cartaya,682616,682616,sa3008742,10389,*04p0h*,SF,C,C,Cartaya,Diego,Cartaya,Diego,
1390,Marco Luciano,682617,682617,25616,10415,*04ooy*,SF,SS,SS,Luciano,Marco,Luciano,Marco,Marco Luciano
1391,Misael Urbina,682618,682618,sa3008743,10418,*04qou*,MIN,OF,OF,Urbina,Misael,Urbina,Misael,
1392,Orelvis Martinez,682619,682619,25967,10420,*04mms*,WSH,2B,2B,Martinez,Orelvis,Martinez,Orelvis,Orelvis Martinez
1393,Richard Gallardo,682620,682620,sa3009990,10424,*04qnb*,TOR,SP,SP,Gallardo,Richard,Gallardo,Richard,
1394,Noelvi Marte,682622,682622,26517,10419,*04qnd*,CIN,3B/OF,3B/OF,Marte,Noelvi,Marte,Noelvi,Noelvi Marte
1395,Francisco Alvarez,682626,682626,26121,11118,*04qnc*,NYM,C,C,Alvarez,Francisco,Alvarez,Francisco,Francisco Alvarez
1396,Alvin Guzman,682630,682630,sa3008748,10376,*04rhh*,ARI,OF,OF,Guzman,Alvin,Guzman,Alvin,
1397,Kevin Alcantara,682634,682634,25971,10406,*04qow*,CHC,OF,OF,Alcantara,Kevin,Alcántara,Kevin,Kevin Alcántara
1398,Osiel Rodriguez,682640,682640,sa3009991,10421,*04mkm*,NYY,RP,RP,Rodriguez,Osiel,Rodriguez,Osiel,
1399,Luis Matos,682641,682641,26467,11678,*04y11*,SF,OF,OF,Matos,Luis,Matos,Luis,Luis Matos
1400,Alexander Ramirez,682643,682643,sa3008757,10130,*04yd0*,LAA,OF,OF,Ramirez,Alexander,Ramirez,Alexander,
1401,Malcom Nunez,682650,682650,sa3008113,10413,*04rzr*,PIT,3B,3B,Nunez,Malcom,Nuñez,Malcom,
1402,Warming Bernabel,682653,682653,26536,11651,*04ybm*,COL,1B,1B/3B,Bernabel,Warming,Bernabel,Warming,Warming Bernabel
1403,Angel Martinez,682657,682657,26540,11675,*04ydd*,CLE,2B/OF,2B/OF,Martinez,Angel,Martínez,Angel,Angel Martínez
1404,Agustin Ramirez,682663,682663,26546,11985,*04z6m*,MIA,C,C/1B,Ramirez,Agustin,Ramírez,Agustín,Agustín Ramírez
1405,Luisangel Acuna,682668,682668,26548,11614,*04z6k*,NYM,2B/SS,2B/SS,Acuna,Luisangel,Acuña,Luisangel,Luisangel Acuña
1406,Jonatan Clase,682729,682729,26599,11656,*057zc*,TOR,OF,OF,Clase,Jonatan,Clase,Jonatan,Jonatan Clase
1407,Eiberson Castellano,682769,682769,sa3015414,12253,*06l49*,PHI,SP,SP,Castellano,Eiberson,Castellano,Eiberson,Eiberson Castellano
1408,Wikelman Gonzalez,682790,682790,26641,11953,*052ht*,CHW,RP,RP,Gonzalez,Wikelman,González,Wikelman,Wikelman González
1409,Luis Mey,682825,682825,25620,12286,*05rks*,CIN,RP,RP,Mey,Luis,Mey,Luis,Luis Mey
1410,Elly De La Cruz,682829,682829,26668,11583,*05udp*,CIN,SS,SS,De La Cruz,Elly,De La Cruz,Elly,Elly De La Cruz
1411,Abner Uribe,682842,682842,25327,11664,*05nso*,MIL,RP,RP,Uribe,Abner,Uribe,Abner,Abner Uribe
1412,Luis L. Ortiz,682847,682847,27646,11572,*05xsq*,CLE,SP,SP,Ortiz,Luis L.,Ortiz,Luis L.,Luis L. Ortiz
1413,Endy Rodriguez,682848,682848,25332,11584,*0529l*,PIT,C/1B,C/1B,Rodriguez,Endy,Rodríguez,Endy,Endy Rodríguez
1414,Bryan Ramos,682868,682868,25621,11658,*059bs*,CHW,2B,2B,Ramos,Bryan,Ramos,Bryan,Bryan Ramos
1415,Juan Brito,682877,682877,sa3009808,11773,*05yhe*,CLE,2B,2B/SS/ 3B/OF,Brito,Juan,Brito,Juan,
1416,Ronny Simon,682927,682927,25346,12022,*05t25*,PIT,2B/OF,2B/OF,Simon,Ronny,Simon,Ronny,Ronny Simon
1417,CJ Abrams,682928,682928,25768,11045,*04qk8*,WSH,SS,SS,Abrams,CJ,Abrams,CJ,CJ Abrams
1418,Devin Sweet,682967,682967,25348,11828,*059ed*,PHI,RP,RP,Sweet,Devin,Sweet,Devin,Devin Sweet
1419,Daniel Espino,682982,682982,sa3011495,10926,*04ya2*,CLE,SP,SP,Espino,Daniel,Espino,Daniel,
1420,Riley Greene,682985,682985,25976,10822,*04nb2*,DET,OF,OF,Greene,Riley,Greene,Riley,Riley Greene
1421,Spencer Jones,682987,682987,sa3019969,12047,*04yi8*,NYY,OF,OF,Jones,Spencer,Jones,Spencer,
1422,Tyler Locklear,682988,682988,31396,12049,*05xu8*,ARI,1B,1B,Locklear,Tyler,Locklear,Tyler,Tyler Locklear
1423,Victor Mederos,682989,682989,31533,11819,*05jrb*,LAA,SP,SP,Mederos,Victor,Mederos,Victor,Victor Mederos
1424,Quinn Priester,682990,682990,25977,11131,*050vn*,MIL,SP,SP,Priester,Quinn,Priester,Quinn,Quinn Priester
1425,Tyler Callihan,682997,682997,27497,11142,*04y9i*,CIN,2B,2B,Callihan,Tyler,Callihan,Tyler,Tyler Callihan
1426,Corbin Carroll,682998,682998,25878,11025,*04y4e*,ARI,OF,OF,Carroll,Corbin,Carroll,Corbin,Corbin Carroll
1427,Gunnar Henderson,683002,683002,26289,11108,*050w9*,BAL,SS,SS,Henderson,Gunnar,Henderson,Gunnar,Gunnar Henderson
1428,Jared Jones,683003,683003,27863,11893,*05h2u*,PIT,SP,SP,Jones,Jared,Jones,Jared,Jared Jones
1429,Jack Leiter,683004,683004,30146,11327,*04y9o*,TEX,SP,SP,Leiter,Jack,Leiter,Jack,Jack Leiter
1430,Anthony Volpe,683011,683011,27647,11325,*04y9p*,NYY,SS,SS,Volpe,Anthony,Volpe,Anthony,Anthony Volpe
1431,Michael Stefanic,683021,683021,25353,11419,*05t5r*,TOR,2B,2B,Stefanic,Michael,Stefanic,Michael,Michael Stefanic
1432,Alexander Vargas,683061,683061,sa3008851,10375,*04tm2*,CIN,SS,SS,Vargas,Alexander,Vargas,Alexander,
1433,Zach Penrod,683068,683068,25368,12184,*06fuv*,LAD,RP,RP,Penrod,Zach,Penrod,Zach,Zach Penrod
1434,Nasim Nunez,683083,683083,25979,12010,*04ya4*,WSH,2B/SS,2B/SS,Nunez,Nasim,Nuñez,Nasim,Nasim Nuñez
1435,Matthew Lugo,683090,683090,25980,12270,*04yic*,LAA,OF,OF,Lugo,Matthew,Lugo,Matthew,Matthew Lugo
1436,Brett Baty,683146,683146,26123,11123,*04yib*,NYM,2B/3B,2B/3B,Baty,Brett,Baty,Brett,Brett Baty
1437,Joey Estes,683155,683155,26257,11871,*051cl*,ATH,SP,SP,Estes,Joey,Estes,Joey,Joey Estes
1438,Connor Phillips,683175,683175,27649,11855,*05jpe*,CIN,RP,RP,Phillips,Connor,Phillips,Connor,Connor Phillips
1439,Cody Freeman,683227,683227,25629,12428,*0513g*,TEX,2B,2B,Freeman,Cody,Freeman,Cody,Cody Freeman
1440,Nick Mears,683232,683232,25376,10910,*05a06*,MIL,RP,RP,Mears,Nick,Mears,Nick,Nick Mears
1441,Owen Caissie,683357,683357,27496,12050,*05jsg*,CHC,OF,OF,Caissie,Owen,Caissie,Owen,Owen Caissie
1442,Angel Chivilli,683409,683409,26790,11974,*05j8o*,COL,RP,RP,Chivilli,Angel,Chivilli,Angel,Angel Chivilli
1443,Oscar Hernandez,683427,683427,sa3010155,8978,,KC,C,C,Hernandez,Oscar,Hernandez,Oscar,
1444,Jairo Iriarte,683568,683568,26907,11913,*060q2*,CHW,RP,RP,Iriarte,Jairo,Iriarte,Jairo,Jairo Iriarte
1445,Edgardo Henriquez,683618,683618,26944,12186,*05w7z*,LAD,RP,RP,Henriquez,Edgardo,Henriquez,Edgardo,Edgardo Henriquez
1446,Anthony Molina,683627,683627,26952,12003,*06879*,COL,SP,SP,Molina,Anthony,Molina,Anthony,Anthony Molina
1447,Royber Salinas,683690,683690,sa3009243,11927,*05wy3*,ATL,SP,SP,Salinas,Royber,Salinas,Royber,
1448,Andrew Vaughn,683734,683734,26197,10788,*04si2*,MIL,1B,1B,Vaughn,Andrew,Vaughn,Andrew,Andrew Vaughn
1449,Michael Busch,683737,683737,26319,11048,*04t9b*,CHC,1B,1B,Busch,Michael,Busch,Michael,Michael Busch
1450,Victor Mesa Jr.,683748,683748,25999,10840,*04y79*,MIA,OF,OF,Mesa Jr.,Victor,Mesa Jr.,Victor,Victor Mesa Jr.
1451,Matt Canterino,683764,683764,sa3011530,11134,*0511v*,MIN,SP,SP,Canterino,Matt,Canterino,Matt,Matt Canterino
1452,Christian Koss,683766,683766,27653,12370,*04ydt*,SF,2B/SS/ 3B,2B/SS/ 3B,Koss,Christian,Koss,Christian,Christian Koss
1453,Hunter Gaddis,683769,683769,25636,11528,*05143*,CLE,RP,RP,Gaddis,Hunter,Gaddis,Hunter,Hunter Gaddis
1454,Will Robertson,683770,683770,25467,12409,*04y9g*,PIT,OF,OF,Robertson,Will,Robertson,Will,Will Robertson
1455,Travis Bazzana,683953,683953,sa3025129,12216,*05zde*,CLE,2B,2B,Bazzana,Travis,Bazzana,Travis,
1456,Shota Imanaga,684007,684007,33829,11884,*05ge9*,CHC,SP,SP,Imanaga,Shota,Imanaga,Shota,Shota Imanaga
1457,Yariel Rodriguez,684320,684320,33838,11916,*06at1*,TOR,RP,RP,Rodriguez,Yariel,Rodríguez,Yariel,Yariel Rodríguez
1458,Craig Yoho,684974,684974,33248,12225,*06fzq*,MIL,RP,RP,Yoho,Craig,Yoho,Craig,Craig Yoho
1459,Anthony Veneziano,685107,685107,27453,11870,*0517a*,STL,RP,RP,Veneziano,Anthony,Veneziano,Anthony,Anthony Veneziano
1460,Austin Kitchen,685116,685116,27910,12112,,SEA,SP,SP,Kitchen,Austin,Kitchen,Austin,Austin Kitchen
1461,Brandon Eisert,685126,685126,27668,12108,*051dw*,CHW,RP,RP,Eisert,Brandon,Eisert,Brandon,Brandon Eisert
1462,Wade Meckler,685133,685133,31490,11842,*066cn*,SF,OF,OF,Meckler,Wade,Meckler,Wade,Wade Meckler
1463,Tanner Gordon,685299,685299,27669,12123,*05152*,COL,SP,SP,Gordon,Tanner,Gordon,Tanner,Tanner Gordon
1464,Matt Gorski,685301,685301,25855,12357,*0511z*,LAD,OF,OF,Gorski,Matt,Gorski,Matt,Matt Gorski
1465,Andrew Saalfrank,685314,685314,26203,11856,*0514i*,ARI,RP,RP,Saalfrank,Andrew,Saalfrank,Andrew,Andrew Saalfrank
1466,McCade Brown,685326,685326,30004,12447,*05rg5*,COL,SP,SP,Brown,McCade,Brown,McCade,McCade Brown
1467,Misael Tamarez,685377,685377,sa3009632,12052,*05rkf*,HOU,SP,SP,Tamarez,Misael,Tamarez,Misael,
1468,Kenedy Corona,685744,685744,26244,11995,*05aid*,HOU,OF,OF,Corona,Kenedy,Corona,Kenedy,Kenedy Corona
1469,Hunter Bigge,685801,685801,26259,12122,*0519h*,TB,RP,RP,Bigge,Hunter,Bigge,Hunter,Hunter Bigge
1470,Sal Frelick,686217,686217,29622,11581,*05rb1*,MIL,OF,OF,Frelick,Sal,Frelick,Sal,Sal Frelick
1471,Emmet Sheehan,686218,686218,29839,11811,*05y2l*,LAD,SP,SP,Sheehan,Emmet,Sheehan,Emmet,Emmet Sheehan
1472,Drew Millas,686452,686452,25643,11849,*0515f*,WSH,C,C,Millas,Drew,Millas,Drew,Drew Millas
1473,Vinnie Pasquantino,686469,686469,27676,11415,*05184*,KC,1B,1B,Pasquantino,Vinnie,Pasquantino,Vinnie,Vinnie Pasquantino
1474,Tyler Tolbert,686475,686475,25779,12374,*0519u*,KC,SS/OF,SS/OF,Tolbert,Tyler,Tolbert,Tyler,Tyler Tolbert
1475,Logan Driscoll,686482,686482,25475,12172,*0512b*,TB,C,C,Driscoll,Logan,Driscoll,Logan,Logan Driscoll
1476,Cam Eden,686490,686490,25476,11872,,NYY,OF,OF,Eden,Cam,Eden,Cam,Cam Eden
1477,Dominic Canzone,686527,686527,26438,11778,*05161*,SEA,OF,OF,Canzone,Dominic,Canzone,Dominic,Dominic Canzone
1478,Andre Lipcius,686531,686531,25822,11673,*0512j*,CHW,2B,2B,Lipcius,Andre,Lipcius,Andre,Andre Lipcius
1479,Declan Cronin,686539,686539,25645,11834,*06ejy*,TEX,RP,RP,Cronin,Declan,Cronin,Declan,Declan Cronin
1480,Oliver Dunn,686554,686554,26295,12036,*0518b*,MIL,3B,3B,Dunn,Oliver,Dunn,Oliver,Oliver Dunn
1481,Isaac Collins,686555,686555,25477,12179,*0516n*,MIL,OF,OF,Collins,Isaac,Collins,Isaac,Isaac Collins
1482,Jonathan Cannon,686563,686563,31730,12078,*05rb2*,CHW,SP,SP,Cannon,Jonathan,Cannon,Jonathan,Jonathan Cannon
1483,Justin Slaten,686580,686580,25648,12008,*0512q*,BOS,RP,RP,Slaten,Justin,Slaten,Justin,Justin Slaten
1484,Ken Waldichuk,686610,686610,27681,11422,*0513y*,ATH,SP,SP,Waldichuk,Ken,Waldichuk,Ken,Ken Waldichuk
1485,Dylan Crews,686611,686611,33541,11922,*0596e*,WSH,OF,OF,Crews,Dylan,Crews,Dylan,Dylan Crews
1486,Hunter Brown,686613,686613,25880,11435,*05144*,HOU,SP,SP,Brown,Hunter,Brown,Hunter,Hunter Brown
1487,Fraser Ellard,686642,686642,29530,12136,*05yne*,CHW,RP,RP,Ellard,Fraser,Ellard,Fraser,Fraser Ellard
1488,Levi Stoudt,686651,686651,25650,11432,*0512k*,BAL,SP,SP,Stoudt,Levi,Stoudt,Levi,Levi Stoudt
1489,Ty Adcock,686654,686654,25651,11807,,NYM,RP,RP,Adcock,Ty,Adcock,Ty,Ty Adcock
1490,Brenton Doyle,686668,686668,25479,11653,*0513l*,COL,OF,OF,Doyle,Brenton,Doyle,Brenton,Brenton Doyle
1491,Korey Lee,686676,686676,25543,11313,*0510z*,CHW,C,C,Lee,Korey,Lee,Korey,Korey Lee
1492,Michael Massey,686681,686681,27684,11516,*05139*,KC,2B/OF,2B/OF,Massey,Michael,Massey,Michael,Michael Massey
1493,Ryan Bergert,686701,686701,29863,12288,*05xpo*,KC,SP,SP,Bergert,Ryan,Bergert,Ryan,Ryan Bergert
1494,Carson Spiers,686730,686730,27685,11854,*05r3k*,CIN,SP,SP,Spiers,Carson,Spiers,Carson,Carson Spiers
1495,Joe La Sorsa,686747,686747,25481,11798,*06l4d*,NYM,RP,RP,La Sorsa,Joe,La Sorsa,Joe,Joe La Sorsa
1496,Seth Johnson,686751,686751,26020,11141,*0511t*,PHI,RP,RP,Johnson,Seth,Johnson,Seth,Seth Johnson
1497,Ryan Pepiot,686752,686752,26221,11059,*0512m*,TB,SP,SP,Pepiot,Ryan,Pepiot,Ryan,Ryan Pepiot
1498,Drey Jameson,686753,686753,26260,11403,*0511r*,ARI,RP,RP,Jameson,Drey,Jameson,Drey,Drey Jameson
1499,Nick Sogard,686765,686765,25483,12138,*0519f*,BOS,2B,2B,Sogard,Nick,Sogard,Nick,Nick Sogard
1500,Pedro Pages,686780,686780,25782,10880,*0514k*,STL,C,C,Pages,Pedro,Pagés,Pedro,Pedro Pagés
1501,Blake Walston,686796,686796,26270,11033,*050s3*,ARI,RP,RP,Walston,Blake,Walston,Blake,Blake Walston
1502,Brooks Lee,686797,686797,31595,11740,*04yig*,MIN,2B/SS/ 3B,2B/SS/ 3B,Lee,Brooks,Lee,Brooks,Brooks Lee
1503,Jack Kochanowicz,686799,686799,27688,11967,*0512u*,LAA,SP,SP,Kochanowicz,Jack,Kochanowicz,Jack,Jack Kochanowicz
1504,Will Brennan,686823,686823,25660,11578,*05165*,CLE,OF,OF,Brennan,Will,Brennan,Will,Will Brennan
1505,Bryce Jarvis,686826,686826,27477,11031,*05gvt*,ARI,RP,RP,Jarvis,Bryce,Jarvis,Bryce,Bryce Jarvis
1506,Colby White,686831,686831,sa3011200,11410,*0514q*,NYY,RP,RP,White,Colby,White,Colby,
1507,Brendan White,686839,686839,26024,11674,*066p9*,DET,SP,SP,White,Brendan,White,Brendan,Brendan White
1508,Reggie Crawford,686846,686846,sa3020457,12247,*05uee*,SF,RP,RP,Crawford,Reggie,Crawford,Reggie,
1509,Joey Wiemer,686894,686894,27690,11406,*05jq3*,MIA,OF,OF,Wiemer,Joey,Wiemer,Joey,Joey Wiemer
1510,Mason Barnett,686930,686930,31741,12349,*0630h*,ATH,SP,SP,Barnett,Mason,Barnett,Mason,Mason Barnett
1511,Drake Baldwin,686948,686948,31539,12203,*0630d*,ATL,C,C,Baldwin,Drake,Baldwin,Drake,Drake Baldwin
1512,Cole Waites,686972,686972,25665,11571,*051dv*,SF,RP,RP,Waites,Cole,Waites,Cole,Cole Waites
1513,Louis Varland,686973,686973,27691,11424,*051bm*,TOR,RP,RP,Varland,Louis,Varland,Louis,Louis Varland
1514,Justin Sterner,686993,686993,27694,12097,*066n1*,ATH,RP,RP,Sterner,Justin,Sterner,Justin,Justin Sterner
1515,Brandon Young,687064,687064,27819,12223,*05r3a*,BAL,SP,SP,Young,Brandon,Young,Brandon,Brandon Young
1516,Eric Yang,687066,687066,27698,12134,*0515n*,CIN,C,C,Yang,Eric,Yang,Eric,Eric Yang
1517,Brandon Sproat,687075,687075,33850,12198,*0515o*,NYM,SP,SP,Sproat,Brandon,Sproat,Brandon,Brandon Sproat
1518,Vaughn Grissom,687093,687093,26031,11531,*0518n*,BOS,SS,SS,Grissom,Vaughn,Grissom,Vaughn,Vaughn Grissom
1519,Bradley Blalock,687134,687134,26419,11966,*0579z*,COL,SP,SP,Blalock,Bradley,Blalock,Bradley,Bradley Blalock
1520,Evan Justice,687145,687145,30008,11845,*05yae*,COL,RP,RP,Justice,Evan,Justice,Evan,Evan Justice
1521,Zach Maxwell,687209,687209,31610,12206,*0648f*,CIN,RP,RP,Maxwell,Zach,Maxwell,Zach,Zach Maxwell
1522,Dalton Rushing,687221,687221,31382,12190,*05xtz*,LAD,C,C/OF,Rushing,Dalton,Rushing,Dalton,Dalton Rushing
1523,Darell Hernaiz,687231,687231,26224,11920,*05145*,ATH,SS/3B,SS/3B,Hernaiz,Darell,Hernaiz,Darell,Darell Hernaiz
1524,Zach Neto,687263,687263,31347,11741,*05xu5*,LAA,SS,SS,Neto,Zach,Neto,Zach,Zach Neto
1525,K.C. Hunt,687268,687268,sa3022937,12218,,MIL,SP,SP,Hunt,K.C.,Hunt,K.C.,
1526,Quinn Mathews,687273,687273,sa3023407,12192,*060gd*,STL,SP,SP,Mathews,Quinn,Mathews,Quinn,
1527,Gabriel Rincones Jr.,687282,687282,sa3020758,12358,*0630f*,PHI,OF,OF,Rincones Jr.,Gabriel,Rincones Jr.,Gabriel,
1528,Kevin Kelly,687330,687330,25679,11729,*051eh*,TB,RP,RP,Kelly,Kevin,Kelly,Kevin,Kevin Kelly
1529,Connor Gillispie,687362,687362,26171,12142,*0516q*,MIN,SP,SP,Gillispie,Connor,Gillispie,Connor,Connor Gillispie
1530,Victor Scott II,687363,687363,31349,11947,*0648z*,STL,OF,OF,Scott II,Victor,Scott II,Victor,Victor Scott II
1531,Orlando Ribalta,687377,687377,26247,12153,*0519c*,WSH,RP,RP,Ribalta,Orlando,Ribalta,Orlando,Orlando Ribalta
1532,Chad Bell,687382,687382,sa3010888,9467,*051ez*,NYY,3B,3B,Bell,Chad,Bell,Chad,
1533,Brent Headrick,687396,687396,27702,11689,*0516x*,NYY,RP,RP,Headrick,Brent,Headrick,Brent,Brent Headrick
1534,Joey Ortiz,687401,687401,25493,11625,*0513c*,MIL,SS/3B,SS/3B,Ortiz,Joey,Ortiz,Joey,Joey Ortiz
1535,Anthony Maldonado,687424,687424,26034,11997,*0518d*,ATH,RP,RP,Maldonado,Anthony,Maldonado,Anthony,Anthony Maldonado
1536,Hudson Head,687431,687431,sa3010889,11047,*0512p*,PIT,OF,OF,Head,Hudson,Head,Hudson,
1537,Spencer Horwitz,687462,687462,26477,11434,*051ia*,PIT,1B/2B,1B/2B,Horwitz,Spencer,Horwitz,Spencer,Spencer Horwitz
1538,Ryan Gusto,687473,687473,26440,12187,*0518s*,MIA,SP,SP,Gusto,Ryan,Gusto,Ryan,Ryan Gusto
1539,Colby Thomas,687515,687515,31855,12199,*0630e*,ATH,OF,OF,Thomas,Colby,Thomas,Colby,Colby Thomas
1540,Grant McCray,687529,687529,25690,12154,*0512r*,SF,OF,OF,McCray,Grant,McCray,Grant,Grant McCray
1541,Drew Gilbert,687551,687551,31545,12440,*05xu0*,SF,OF,OF,Gilbert,Drew,Gilbert,Drew,Drew Gilbert
1542,Dom Hamel,687589,687589,30153,12015,*05udy*,TEX,SP,SP,Hamel,Dom,Hamel,Dom,Dom Hamel
1543,Jordan Beck,687597,687597,31431,12084,*051b4*,COL,OF,OF,Beck,Jordan,Beck,Jordan,Jordan Beck
1544,Paxton Schultz,687606,687606,25501,12383,,TOR,RP,RP,Schultz,Paxton,Schultz,Paxton,Paxton Schultz
1545,Dylan Beavers,687637,687637,31695,12226,*05xty*,BAL,OF,OF,Beavers,Dylan,Beavers,Dylan,Dylan Beavers
1546,Kaden Polcovich,687659,687659,sa3014496,10868,*05lnl*,SEA,2B,2B,Polcovich,Kaden,Polcovich,Kaden,
1547,Jackson Cluff,687714,687714,sa3010342,11124,*05150*,WSH,SS,SS,Cluff,Jackson,Cluff,Jackson,
1548,Mitch Spence,687765,687765,27707,12002,*0517z*,ATH,SP,SP,Spence,Mitch,Spence,Mitch,Mitch Spence
1549,DJ Herz,687792,687792,26389,11969,*0516h*,WSH,SP,SP,Herz,DJ,Herz,DJ,DJ Herz
1550,Nick Robertson,687798,687798,26226,11805,*0515s*,KC,RP,RP,Robertson,Nick,Robertson,Nick,Nick Robertson
1551,Cade Marlowe,687799,687799,25505,11657,*051fl*,SEA,OF,OF,Marlowe,Cade,Marlowe,Cade,Cade Marlowe
1552,Sawyer Gipson-Long,687830,687830,26048,11863,*0514z*,DET,SP,SP,Gipson-Long,Sawyer,Gipson-Long,Sawyer,Sawyer Gipson-Long
1553,Marc Church,687847,687847,26353,11993,*051du*,TEX,RP,RP,Church,Marc,Church,Marc,Marc Church
1554,Troy Johnston,687859,687859,26143,11905,*051d0*,MIA,1B/OF,1B/OF,Johnston,Troy,Johnston,Troy,Troy Johnston
1555,Porter Hodge,687863,687863,26413,11980,*051aa*,CHC,RP,RP,Hodge,Porter,Hodge,Porter,Porter Hodge
1556,Brandon Walter,687888,687888,26056,11608,*05rk4*,HOU,SP,SP,Walter,Brandon,Walter,Brandon,Brandon Walter
1557,Bryan King,687911,687911,25890,12111,*06mi0*,HOU,RP,RP,King,Bryan,King,Bryan,Bryan King
1558,Easton Lucas,687922,687922,26058,11859,*051am*,TOR,SP,SP,Lucas,Easton,Lucas,Easton,Easton Lucas
1559,Julian Aguiar,687924,687924,30031,11959,*05yg3*,CIN,SP,SP,Aguiar,Julian,Aguiar,Julian,Julian Aguiar
1560,Carson Whisenhunt,687931,687931,31676,11956,*05y7v*,SF,SP,SP,Whisenhunt,Carson,Whisenhunt,Carson,Carson Whisenhunt
1561,Christian Encarnacion-Strand,687952,687952,30011,11736,*05xor*,CIN,1B,1B,Encarnacion-Strand,Christian,Encarnacion-Strand,Christian,Christian Encarnacion-Strand
1562,Dustin Harris,687957,687957,25705,11589,*0518r*,TEX,OF,OF,Harris,Dustin,Harris,Dustin,Dustin Harris
1563,Robert Gasser,688107,688107,29812,11745,*05u6r*,MIL,SP,SP,Gasser,Robert,Gasser,Robert,Robert Gasser
1564,Logan Evans,688138,688138,33699,12208,*06hv8*,SEA,SP,SP,Evans,Logan,Evans,Logan,Logan Evans
1565,Chris Roycroft,688297,688297,31261,12086,*06lqo*,STL,RP,RP,Roycroft,Chris,Roycroft,Chris,Chris Roycroft
1566,Graham Pauley,688363,688363,31363,11954,*066lr*,MIA,3B,3B,Pauley,Graham,Pauley,Graham,Graham Pauley
1567,Kolton Ingram,688427,688427,26068,11702,*060up*,ATL,RP,RP,Ingram,Kolton,Ingram,Kolton,Kolton Ingram
1568,Gavin Cross,688457,688457,sa3019985,12341,*05tcd*,KC,OF,OF,Cross,Gavin,Cross,Gavin,
1569,Zach Agnos,688642,688642,31552,12221,*064ny*,COL,RP,RP,Agnos,Zach,Agnos,Zach,Zach Agnos
1570,Blaine Crim,688760,688760,25714,12034,*051eo*,COL,1B,1B,Crim,Blaine,Crim,Blaine,Blaine Crim
1571,Landon Knack,689017,689017,27487,11058,*05l9f*,LAD,SP,SP,Knack,Landon,Knack,Landon,Landon Knack
1572,Orion Kerkering,689147,689147,31776,11876,*06491*,PHI,RP,RP,Kerkering,Orion,Kerkering,Orion,Orion Kerkering
1573,Chad Dallas,689149,689149,sa3018180,12063,*05xpp*,TOR,SP,SP,Dallas,Chad,Dallas,Chad,
1574,Brett Wisely,689172,689172,27735,11768,*051br*,ATL,2B,2B,Wisely,Brett,Wisely,Brett,Brett Wisely
1575,Jacob Melton,689200,689200,31661,12046,*061gx*,HOU,OF,OF,Melton,Jacob,Melton,Jacob,Jacob Melton
1576,Beau Brieske,689225,689225,26079,11429,*05t6u*,DET,RP,RP,Brieske,Beau,Brieske,Beau,Beau Brieske
1577,Mason Fluharty,689254,689254,31553,12373,*0648y*,TOR,RP,RP,Fluharty,Mason,Fluharty,Mason,Mason Fluharty
1578,Dylan Dodd,689266,689266,29928,11765,*05uy4*,ATL,RP,RP,Dodd,Dylan,Dodd,Dylan,Dylan Dodd
1579,Matt Koperniak,689288,689288,sa3014834,12265,*05wb2*,STL,OF,OF,Koperniak,Matt,Koperniak,Matt,
1580,Liam Hicks,689414,689414,29844,11943,*05ynb*,MIA,C/1B,C/1B,Hicks,Liam,Hicks,Liam,Liam Hicks
1581,Drew Thorpe,689672,689672,31967,11896,*05yb1*,CHW,SP,SP,Thorpe,Drew,Thorpe,Drew,Drew Thorpe
1582,Alek Jacob,689690,689690,29628,11824,*05xq0*,SD,RP,RP,Jacob,Alek,Jacob,Alek,Alek Jacob
1583,Andrew Walters,689958,689958,33834,12182,*061a8*,CLE,RP,RP,Walters,Andrew,Walters,Andrew,Andrew Walters
1584,River Ryan,689981,689981,29514,11910,*05ynx*,LAD,SP,SP,Ryan,River,Ryan,River,River Ryan
1585,Ryan Ritter,690022,690022,31500,12406,*05xu2*,COL,2B/SS,2B/SS,Ritter,Ryan,Ritter,Ryan,Ryan Ritter
1586,Jace Jung,690291,690291,31437,11929,*05tzg*,DET,3B,3B,Jung,Jace,Jung,Jace,Jace Jung
1587,Ben Joyce,690829,690829,31461,11754,*060eu*,LAA,RP,RP,Joyce,Ben,Joyce,Ben,Ben Joyce
