IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
1014040,1946,Ted Williams,BOS,27,150,514,672,176,93,37,8,38,142,123,156,,44.0,2,,0,12.0,0,0.0,0.342,,,,,,,,,,,0.23199999999999998,0.065,3.55,0.497,0.667,1.164,0.325,0.319,,,,,,,,,0.526,96.8,170,88.7,4.0,19.4,-6.5,108.5,11.6,,3.7,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,-0.8,,27 - 27,87.8,3.8,,,,,,,,0.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,240,67.0,147,176,281,113.0,,,,,,,,,,,,,,,,,,0,,,,,,11.6
1009405,1946,Stan Musial,STL,25,156,624,702,228,142,50,20,16,124,103,73,,31.0,3,,2,7.0,7,,0.365,,,,,,,,,,,0.10400000000000001,0.044000000000000004,2.35,0.434,0.587,1.021,0.221,0.367,,,,,,,,,0.469,72.1,149,67.9,-2.0,20.2,-6.7,80.7,8.6,,5.7,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7,0.7,,25 - 25,68.5,0.7,,,,,,,,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,107,53.0,129,160,211,132.0,,,,,,,,,,,,,,,,,,0,,,,,,8.6
1004996,1946,Hank Greenberg,DET,35,142,523,604,145,67,29,5,44,91,127,80,,88.0,0,,1,17.0,5,1.0,0.277,,,,,,,,,,,0.132,0.146,0.91,0.373,0.604,0.977,0.327,0.258,,,,,,,,,0.446,51.6,118,44.4,7.0,17.4,-6.0,66.4,7.0,,4.3,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1,,35 - 35,44.5,3.4,,,,,,,,0.35100000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,137,148.0,110,159,283,91.0,,,,,,,,,,,,,,,,,,0,,,,,,7.0
1010219,1946,Johnny Pesky,BOS,26,153,621,703,208,159,43,4,2,115,55,65,,29.0,3,,14,8.0,9,8.0,0.335,,,,,,,,,,,0.092,0.040999999999999995,2.24,0.401,0.427,0.827,0.092,0.349,,,,,,,,,0.392,32.5,109,24.0,9.0,20.3,9.4,64.7,6.8,,4.4,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,-2.1,,26 - 26,21.9,4.0,,,,,,,,0.13699999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,96,42.0,119,113,79,123.0,,,,,,,,,,,,,,,,,,0,,,,,,6.8
1006768,1946,Charlie Keller,NYY,29,150,538,655,148,79,29,10,30,98,101,113,,101.0,4,,0,5.0,1,4.0,0.275,,,,,,,,,,,0.17300000000000001,0.154,1.12,0.405,0.533,0.938,0.258,0.29,,,,,,,,,0.435,50.6,122,44.2,3.0,18.9,-6.4,61.4,6.5,,4.3,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4,-2.0,,29 - 29,42.2,3.7,,,,,,,,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,179,157.0,120,141,224,102.0,,,,,,,,,,,,,,,,,,0,,,,,,6.5
1009014,1946,Johnny Mize,NYG,33,101,377,445,127,84,18,3,22,70,70,62,,26.0,5,,1,5.0,3,,0.337,,,,,,,,,,,0.139,0.057999999999999996,2.38,0.437,0.576,1.013,0.239,0.319,,,,,,,,,0.468,45.3,94,41.7,5.0,12.8,-4.4,55.7,5.9,,3.7,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.1,,33 - 33,41.8,0.4,,,,,,,,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,144,70.0,129,157,227,115.0,,,,,,,,,,,,,,,,,,0,,,,,,5.9
1003355,1946,Bobby Doerr,BOS,28,151,583,659,158,97,34,9,18,95,116,66,,67.0,1,,9,18.0,5,6.0,0.271,,,,,,,,,,,0.1,0.102,0.99,0.346,0.453,0.799,0.182,0.281,,,,,,,,,0.374,21.7,94,13.7,14.0,19.0,6.5,55.1,5.8,,4.9,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,-1.9,,28 - 28,11.8,3.8,,,,,,,,0.22899999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,104,103.0,102,119,157,99.0,,,,,,,,,,,,,,,,,,0,,,,,,5.8
1000284,1946,Luke Appling,CHW,39,149,582,659,180,147,27,5,1,59,55,71,,41.0,0,,6,15.0,6,4.0,0.309,,,,,,,,,,,0.10800000000000001,0.062,1.73,0.384,0.378,0.762,0.069,0.331,,,,,,,,,0.366,17.7,90,13.2,11.0,19.0,9.2,55.1,5.8,,3.5,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,-1.1,,39 - 39,12.1,3.8,,,,,,,,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,112,63.0,114,100,60,117.0,,,,,,,,,,,,,,,,,,0,,,,,,5.8
1013416,1946,Mickey Vernon,WAS,28,148,587,638,207,140,51,8,8,88,85,49,,64.0,0,,2,12.0,14,10.0,0.353,,,,,,,,,,,0.077,0.1,0.77,0.403,0.508,0.91,0.155,0.386,,,,,,,,,0.424,44.2,114,41.0,-2.0,18.4,-6.4,52.9,5.7,,5.1,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.4,-1.7,,28 - 28,39.2,3.6,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,80,102.0,119,134,134,136.0,,,,,,,,,,,,,,,,,,0,,,,,,5.7
1012406,1946,Eddie Stanky,BRO,29,144,483,642,132,101,24,7,0,98,36,137,,56.0,2,,20,5.0,8,,0.273,,,,,,,,,,,0.213,0.087,2.45,0.436,0.352,0.788,0.079,0.309,,,,,,,,,0.39,28.5,99,23.9,2.0,18.5,6.1,51.9,5.5,,5.2,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,0.8,,29 - 29,24.7,0.6,,,,,,,,0.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,220,105.0,129,96,75,111.0,,,,,,,,,,,,,,,,,,0,,,,,,5.5
